,title,type,listed_in,director,country,rating,duration_value,duration_unit,release_year,date_added,added_year,added_month,added_day_of_month,added_week_day_number,added_week_day_name
5480,Boi,Movie,International Movies,Jorge M. Fontana,Spain,TV-MA,111,min,2018,2019-07-26,2019,7,26,4,friday
5481,Eerie,Movie,Horror Movies,Mikhail Red,Philippines,TV-14,100,min,2019,2019-07-26,2019,7,26,4,friday
5482,Eerie,Movie,International Movies,Mikhail Red,Philippines,TV-14,100,min,2019,2019-07-26,2019,7,26,4,friday
5483,Girls With Balls,Movie,Comedies,Olivier Afonso,France,TV-MA,77,min,2019,2019-07-26,2019,7,26,4,friday
5484,Girls With Balls,Movie,Horror Movies,Olivier Afonso,France,TV-MA,77,min,2019,2019-07-26,2019,7,26,4,friday
5485,Girls With Balls,Movie,International Movies,Olivier Afonso,France,TV-MA,77,min,2019,2019-07-26,2019,7,26,4,friday
5486,The Son,Movie,Dramas,Sebastián Schindel,Argentina,TV-MA,93,min,2019,2019-07-26,2019,7,26,4,friday
5487,The Son,Movie,Independent Movies,Sebastián Schindel,Argentina,TV-MA,93,min,2019,2019-07-26,2019,7,26,4,friday
5488,The Son,Movie,International Movies,Sebastián Schindel,Argentina,TV-MA,93,min,2019,2019-07-26,2019,7,26,4,friday
5489,The Great Hack,Movie,Documentaries,Karim Amer,United States,TV-MA,114,min,2019,2019-07-24,2019,7,24,2,wednesday
5490,The Great Hack,Movie,Documentaries,Jehane Noujaim,United States,TV-MA,114,min,2019,2019-07-24,2019,7,24,2,wednesday
5491,D.L. Hughley: Contrarian,Movie,Stand-Up Comedy,Jay Chapman,United States,TV-MA,58,min,2018,2019-07-21,2019,7,21,6,sunday
5492,Demetri Martin: The Overthinker,Movie,Stand-Up Comedy,Jay Karas,United States,TV-MA,56,min,2018,2019-07-21,2019,7,21,6,sunday
5493,Demetri Martin: The Overthinker,Movie,Stand-Up Comedy,Demetri Martin,United States,TV-MA,56,min,2018,2019-07-21,2019,7,21,6,sunday
5494,The Beast Stalker,Movie,Action & Adventure,Dante Lam,Hong Kong,TV-14,110,min,2008,2019-07-21,2019,7,21,6,sunday
5495,The Beast Stalker,Movie,Cult Movies,Dante Lam,Hong Kong,TV-14,110,min,2008,2019-07-21,2019,7,21,6,sunday
5496,The Beast Stalker,Movie,International Movies,Dante Lam,Hong Kong,TV-14,110,min,2008,2019-07-21,2019,7,21,6,sunday
5497,The Midas Touch,Movie,Comedies,Chi Keung Fung,Hong Kong,TV-14,98,min,2013,2019-07-21,2019,7,21,6,sunday
5498,The Midas Touch,Movie,International Movies,Chi Keung Fung,Hong Kong,TV-14,98,min,2013,2019-07-21,2019,7,21,6,sunday
5499,The Twins Effect II,Movie,Action & Adventure,Corey Yuen,Hong Kong,TV-14,106,min,2004,2019-07-21,2019,7,21,6,sunday
5500,The Twins Effect II,Movie,Action & Adventure,Patrick Leung,Hong Kong,TV-14,106,min,2004,2019-07-21,2019,7,21,6,sunday
5501,The Twins Effect II,Movie,Comedies,Corey Yuen,Hong Kong,TV-14,106,min,2004,2019-07-21,2019,7,21,6,sunday
5502,The Twins Effect II,Movie,Comedies,Patrick Leung,Hong Kong,TV-14,106,min,2004,2019-07-21,2019,7,21,6,sunday
5503,The Twins Effect II,Movie,International Movies,Corey Yuen,Hong Kong,TV-14,106,min,2004,2019-07-21,2019,7,21,6,sunday
5504,The Twins Effect II,Movie,International Movies,Patrick Leung,Hong Kong,TV-14,106,min,2004,2019-07-21,2019,7,21,6,sunday
5505,Twins Mission,Movie,Action & Adventure,To-hoi Kong,Hong Kong,TV-MA,102,min,2007,2019-07-21,2019,7,21,6,sunday
5506,Twins Mission,Movie,International Movies,To-hoi Kong,Hong Kong,TV-MA,102,min,2007,2019-07-21,2019,7,21,6,sunday
5507,"¡Ay, mi madre!",Movie,Comedies,Frank Ariza,Spain,TV-MA,81,min,2019,2019-07-19,2019,7,19,4,friday
5508,"¡Ay, mi madre!",Movie,International Movies,Frank Ariza,Spain,TV-MA,81,min,2019,2019-07-19,2019,7,19,4,friday
5509,Comedians in Cars Getting Coffee,TV Show,Stand-Up Comedy & Talk Shows,Jerry Seinfeld,United States,TV-14,6,Seasons,2019,2019-07-19,2019,7,19,4,friday
5510,Comedians in Cars Getting Coffee,TV Show,TV Comedies,Jerry Seinfeld,United States,TV-14,6,Seasons,2019,2019-07-19,2019,7,19,4,friday
5511,Secret Obsession,Movie,Thrillers,Peter Sullivan,United States,TV-14,98,min,2019,2019-07-18,2019,7,18,3,thursday
5512,Mauli,Movie,Action & Adventure,Aditya Sarpotdar,India,TV-14,136,min,2018,2019-07-17,2019,7,17,2,wednesday
5513,Mauli,Movie,Dramas,Aditya Sarpotdar,India,TV-14,136,min,2018,2019-07-17,2019,7,17,2,wednesday
5514,Mauli,Movie,International Movies,Aditya Sarpotdar,India,TV-14,136,min,2018,2019-07-17,2019,7,17,2,wednesday
5515,Bogda,Movie,Dramas,Nisheeta Keni,India,TV-PG,161,min,2018,2019-07-16,2019,7,16,1,tuesday
5516,Bogda,Movie,International Movies,Nisheeta Keni,India,TV-PG,161,min,2018,2019-07-16,2019,7,16,1,tuesday
5517,"Frankenstein’s Monster’s Monster, Frankenstein",Movie,Comedies,Daniel Gray Longino,United States,TV-14,32,min,2019,2019-07-16,2019,7,16,1,tuesday
5518,4L,Movie,Comedies,Gerardo Olivares,Spain,TV-MA,105,min,2019,2019-07-12,2019,7,12,4,friday
5519,4L,Movie,Dramas,Gerardo Olivares,Spain,TV-MA,105,min,2019,2019-07-12,2019,7,12,4,friday
5520,4L,Movie,Independent Movies,Gerardo Olivares,Spain,TV-MA,105,min,2019,2019-07-12,2019,7,12,4,friday
5521,Cities of Last Things,Movie,Dramas,Wi Ding Ho,Taiwan,TV-MA,106,min,2018,2019-07-12,2019,7,12,4,friday
5522,Cities of Last Things,Movie,Independent Movies,Wi Ding Ho,Taiwan,TV-MA,106,min,2018,2019-07-12,2019,7,12,4,friday
5523,Cities of Last Things,Movie,International Movies,Wi Ding Ho,Taiwan,TV-MA,106,min,2018,2019-07-12,2019,7,12,4,friday
5524,Kidnapping Stella,Movie,Dramas,Thomas Sieben,Germany,TV-MA,90,min,2019,2019-07-12,2019,7,12,4,friday
5525,Kidnapping Stella,Movie,International Movies,Thomas Sieben,Germany,TV-MA,90,min,2019,2019-07-12,2019,7,12,4,friday
5526,Kidnapping Stella,Movie,Thrillers,Thomas Sieben,Germany,TV-MA,90,min,2019,2019-07-12,2019,7,12,4,friday
5527,Point Blank,Movie,Action & Adventure,Joe Lynch,France,TV-MA,87,min,2019,2019-07-12,2019,7,12,4,friday
5528,The Milk System,Movie,Documentaries,Andreas Pichler,Germany,TV-14,91,min,2017,2019-07-12,2019,7,12,4,friday
5529,The Milk System,Movie,International Movies,Andreas Pichler,Germany,TV-14,91,min,2017,2019-07-12,2019,7,12,4,friday
5530,Parchís: the Documentary,Movie,Documentaries,Daniel Arasanz,Spain,TV-14,106,min,2019,2019-07-11,2019,7,11,3,thursday
5531,Parchís: the Documentary,Movie,International Movies,Daniel Arasanz,Spain,TV-14,106,min,2019,2019-07-11,2019,7,11,3,thursday
5532,Parchís: the Documentary,Movie,Music & Musicals,Daniel Arasanz,Spain,TV-14,106,min,2019,2019-07-11,2019,7,11,3,thursday
5533,Aziz Ansari: RIGHT NOW,Movie,Stand-Up Comedy,Spike Jonze,United States,TV-MA,65,min,2019,2019-07-09,2019,7,9,1,tuesday
5534,"River, el más grande siempre",Movie,Documentaries,Marcelo Altmark,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5535,"River, el más grande siempre",Movie,Documentaries,Mariano Mucci,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5536,"River, el más grande siempre",Movie,Documentaries,Luis A. Scalella,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5537,"River, el más grande siempre",Movie,International Movies,Marcelo Altmark,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5538,"River, el más grande siempre",Movie,International Movies,Mariano Mucci,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5539,"River, el más grande siempre",Movie,International Movies,Luis A. Scalella,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5540,"River, el más grande siempre",Movie,Sports Movies,Marcelo Altmark,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5541,"River, el más grande siempre",Movie,Sports Movies,Mariano Mucci,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5542,"River, el más grande siempre",Movie,Sports Movies,Luis A. Scalella,Argentina,TV-G,105,min,2019,2019-07-05,2019,7,5,4,friday
5543,Cristina,Movie,Documentaries,Michèle Ohayon,United States,TV-14,40,min,2016,2019-07-04,2019,7,4,3,thursday
5544,Katherine Ryan: Glitter Room,Movie,Stand-Up Comedy,Linda Mendoza,United States,TV-MA,66,min,2019,2019-07-01,2019,7,1,0,monday
5545,War Against Women,Movie,Documentaries,Hernán Zin,United States,TV-MA,61,min,2013,2019-07-01,2019,7,1,0,monday
5546,War Against Women,Movie,International Movies,Hernán Zin,United States,TV-MA,61,min,2013,2019-07-01,2019,7,1,0,monday
5547,Inhuman Kiss,Movie,Horror Movies,Sittisiri Mongkolsiri,Thailand,TV-MA,122,min,2019,2019-06-30,2019,6,30,6,sunday
5548,Inhuman Kiss,Movie,International Movies,Sittisiri Mongkolsiri,Thailand,TV-MA,122,min,2019,2019-06-30,2019,6,30,6,sunday
5549,Inhuman Kiss,Movie,Romantic Movies,Sittisiri Mongkolsiri,Thailand,TV-MA,122,min,2019,2019-06-30,2019,6,30,6,sunday
5550,Romeo Akbar Walter,Movie,Dramas,Robbie Grewal,India,TV-14,141,min,2019,2019-06-30,2019,6,30,6,sunday
5551,Romeo Akbar Walter,Movie,International Movies,Robbie Grewal,India,TV-14,141,min,2019,2019-06-30,2019,6,30,6,sunday
5552,Romeo Akbar Walter,Movie,Thrillers,Robbie Grewal,India,TV-14,141,min,2019,2019-06-30,2019,6,30,6,sunday
5553,Super Deluxe,Movie,Comedies,Thiagarajan Kumararaja,India,TV-MA,176,min,2019,2019-06-29,2019,6,29,5,saturday
5554,Super Deluxe,Movie,Dramas,Thiagarajan Kumararaja,India,TV-MA,176,min,2019,2019-06-29,2019,6,29,5,saturday
5555,Super Deluxe,Movie,International Movies,Thiagarajan Kumararaja,India,TV-MA,176,min,2019,2019-06-29,2019,6,29,5,saturday
5556,El testigo,Movie,Documentaries,Kate Horne,Colombia,TV-14,73,min,2018,2019-06-28,2019,6,28,4,friday
5557,El testigo,Movie,International Movies,Kate Horne,Colombia,TV-14,73,min,2018,2019-06-28,2019,6,28,4,friday
5558,La Leyenda del Diamante,Movie,Action & Adventure,Roberto Girault Facha,Mexico,TV-MA,87,min,2017,2019-06-28,2019,6,28,4,friday
5559,La Leyenda del Diamante,Movie,International Movies,Roberto Girault Facha,Mexico,TV-MA,87,min,2017,2019-06-28,2019,6,28,4,friday
5560,La Leyenda del Diamante,Movie,Sci-Fi & Fantasy,Roberto Girault Facha,Mexico,TV-MA,87,min,2017,2019-06-28,2019,6,28,4,friday
5561,ANIMA,Movie,Dramas,Paul Thomas Anderson,United Kingdom,TV-PG,15,min,2019,2019-06-27,2019,6,27,3,thursday
5562,ANIMA,Movie,Independent Movies,Paul Thomas Anderson,United Kingdom,TV-PG,15,min,2019,2019-06-27,2019,6,27,3,thursday
5563,ANIMA,Movie,Music & Musicals,Paul Thomas Anderson,United Kingdom,TV-PG,15,min,2019,2019-06-27,2019,6,27,3,thursday
5564,Daniel Sosa: Maleducado,Movie,Stand-Up Comedy,Alex Díaz,Mexico,TV-MA,55,min,2019,2019-06-27,2019,6,27,3,thursday
5565,Daniel Sosa: Maleducado,Movie,Stand-Up Comedy,Marcos Bucay,Mexico,TV-MA,55,min,2019,2019-06-27,2019,6,27,3,thursday
5566,Kahaani,Movie,International Movies,Sujoy Ghosh,India,TV-14,122,min,2012,2019-06-26,2019,6,26,2,wednesday
5567,Kahaani,Movie,Music & Musicals,Sujoy Ghosh,India,TV-14,122,min,2012,2019-06-26,2019,6,26,2,wednesday
5568,Kahaani,Movie,Thrillers,Sujoy Ghosh,India,TV-14,122,min,2012,2019-06-26,2019,6,26,2,wednesday
5569,Unbroken,Movie,Documentaries,Svati Chakravarty Bhatkal,India,TV-14,109,min,2019,2019-06-26,2019,6,26,2,wednesday
5570,Unbroken,Movie,International Movies,Svati Chakravarty Bhatkal,India,TV-14,109,min,2019,2019-06-26,2019,6,26,2,wednesday
5571,Mike Epps: Only One Mike,Movie,Stand-Up Comedy,Kevin Bray,United States,TV-MA,63,min,2019,2019-06-25,2019,6,25,1,tuesday
5572,Triple Threat,Movie,Action & Adventure,Jesse V. Johnson,Thailand,R,96,min,2019,2019-06-22,2019,6,22,5,saturday
5573,Triple Threat,Movie,Action & Adventure,Jesse Johnson,Thailand,R,96,min,2019,2019-06-22,2019,6,22,5,saturday
5574,Triple Threat,Movie,International Movies,Jesse V. Johnson,Thailand,R,96,min,2019,2019-06-22,2019,6,22,5,saturday
5575,Triple Threat,Movie,International Movies,Jesse Johnson,Thailand,R,96,min,2019,2019-06-22,2019,6,22,5,saturday
5576,Blood Will Tell,Movie,Dramas,Miguel Cohan,Argentina,TV-MA,113,min,2019,2019-06-21,2019,6,21,4,friday
5577,Blood Will Tell,Movie,Dramas,Miguel Cohan,Argentina,TV-MA,113,min,2019,2019-06-21,2019,6,21,4,friday
5578,Blood Will Tell,Movie,Independent Movies,Miguel Cohan,Argentina,TV-MA,113,min,2019,2019-06-21,2019,6,21,4,friday
5579,Blood Will Tell,Movie,Independent Movies,Miguel Cohan,Argentina,TV-MA,113,min,2019,2019-06-21,2019,6,21,4,friday
5580,Blood Will Tell,Movie,International Movies,Miguel Cohan,Argentina,TV-MA,113,min,2019,2019-06-21,2019,6,21,4,friday
5581,Blood Will Tell,Movie,International Movies,Miguel Cohan,Argentina,TV-MA,113,min,2019,2019-06-21,2019,6,21,4,friday
5582,Bolívar,TV Show,International TV Shows,Luis Alberto Restrepo,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5583,Bolívar,TV Show,International TV Shows,Andrés Beltrán,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5584,Bolívar,TV Show,International TV Shows,Jaime Rayo,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5585,Bolívar,TV Show,Romantic TV Shows,Luis Alberto Restrepo,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5586,Bolívar,TV Show,Romantic TV Shows,Andrés Beltrán,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5587,Bolívar,TV Show,Romantic TV Shows,Jaime Rayo,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5588,Bolívar,TV Show,Spanish-Language TV Shows,Luis Alberto Restrepo,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5589,Bolívar,TV Show,Spanish-Language TV Shows,Andrés Beltrán,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5590,Bolívar,TV Show,Spanish-Language TV Shows,Jaime Rayo,Colombia,TV-MA,1,Season,2019,2019-06-21,2019,6,21,4,friday
5591,EVANGELION: DEATH (TRUE)²,Movie,Action & Adventure,Hideaki Anno,Japan,TV-MA,69,min,1998,2019-06-21,2019,6,21,4,friday
5592,EVANGELION: DEATH (TRUE)²,Movie,Anime Features,Hideaki Anno,Japan,TV-MA,69,min,1998,2019-06-21,2019,6,21,4,friday
5593,EVANGELION: DEATH (TRUE)²,Movie,International Movies,Hideaki Anno,Japan,TV-MA,69,min,1998,2019-06-21,2019,6,21,4,friday
5594,The End of Evangelion,Movie,Action & Adventure,Hideaki Anno,Japan,TV-MA,87,min,1997,2019-06-21,2019,6,21,4,friday
5595,The End of Evangelion,Movie,Action & Adventure,Kazuya Tsurumaki,Japan,TV-MA,87,min,1997,2019-06-21,2019,6,21,4,friday
5596,The End of Evangelion,Movie,Anime Features,Hideaki Anno,Japan,TV-MA,87,min,1997,2019-06-21,2019,6,21,4,friday
5597,The End of Evangelion,Movie,Anime Features,Kazuya Tsurumaki,Japan,TV-MA,87,min,1997,2019-06-21,2019,6,21,4,friday
5598,The End of Evangelion,Movie,International Movies,Hideaki Anno,Japan,TV-MA,87,min,1997,2019-06-21,2019,6,21,4,friday
5599,The End of Evangelion,Movie,International Movies,Kazuya Tsurumaki,Japan,TV-MA,87,min,1997,2019-06-21,2019,6,21,4,friday
5600,Rakkhosh,Movie,Horror Movies,Abhijit Kokate,India,TV-MA,116,min,2019,2019-06-20,2019,6,20,3,thursday
5601,Rakkhosh,Movie,Horror Movies,Srivinay Salian,India,TV-MA,116,min,2019,2019-06-20,2019,6,20,3,thursday
5602,Rakkhosh,Movie,Independent Movies,Abhijit Kokate,India,TV-MA,116,min,2019,2019-06-20,2019,6,20,3,thursday
5603,Rakkhosh,Movie,Independent Movies,Srivinay Salian,India,TV-MA,116,min,2019,2019-06-20,2019,6,20,3,thursday
5604,Rakkhosh,Movie,International Movies,Abhijit Kokate,India,TV-MA,116,min,2019,2019-06-20,2019,6,20,3,thursday
5605,Rakkhosh,Movie,International Movies,Srivinay Salian,India,TV-MA,116,min,2019,2019-06-20,2019,6,20,3,thursday
5606,The Wolf's Call,Movie,Dramas,Antonin Baudry,France,TV-14,116,min,2019,2019-06-20,2019,6,20,3,thursday
5607,The Wolf's Call,Movie,International Movies,Antonin Baudry,France,TV-14,116,min,2019,2019-06-20,2019,6,20,3,thursday
5608,The Wolf's Call,Movie,Thrillers,Antonin Baudry,France,TV-14,116,min,2019,2019-06-20,2019,6,20,3,thursday
5609,Beats,Movie,Dramas,Chris Robinson,United States,TV-MA,110,min,2019,2019-06-19,2019,6,19,2,wednesday
5610,Beats,Movie,Independent Movies,Chris Robinson,United States,TV-MA,110,min,2019,2019-06-19,2019,6,19,2,wednesday
5611,Beats,Movie,Music & Musicals,Chris Robinson,United States,TV-MA,110,min,2019,2019-06-19,2019,6,19,2,wednesday
5612,The Edge of Democracy,Movie,Documentaries,Petra Costa,Brazil,TV-14,122,min,2019,2019-06-19,2019,6,19,2,wednesday
5613,The Edge of Democracy,Movie,International Movies,Petra Costa,Brazil,TV-14,122,min,2019,2019-06-19,2019,6,19,2,wednesday
5614,Adam Devine: Best Time of Our Lives,Movie,Stand-Up Comedy,Jay Karas,United States,TV-MA,59,min,2019,2019-06-18,2019,6,18,1,tuesday
5615,Cop Car,Movie,Thrillers,Jon Watts,United States,R,88,min,2015,2019-06-16,2019,6,16,6,sunday
5616,Right Here Right Now,Movie,Comedies,Jakob Lass,Germany,TV-MA,91,min,2018,2019-06-16,2019,6,16,6,sunday
5617,Right Here Right Now,Movie,Dramas,Jakob Lass,Germany,TV-MA,91,min,2018,2019-06-16,2019,6,16,6,sunday
5618,Right Here Right Now,Movie,Independent Movies,Jakob Lass,Germany,TV-MA,91,min,2018,2019-06-16,2019,6,16,6,sunday
5619,Life Overtakes Me,Movie,Documentaries,John Haptas,Sweden,TV-PG,40,min,2019,2019-06-15,2019,6,15,5,saturday
5620,Life Overtakes Me,Movie,Documentaries,Kristine Samuelson,Sweden,TV-PG,40,min,2019,2019-06-15,2019,6,15,5,saturday
5621,Luckee,Movie,Comedies,Sanjay Jadhav,India,TV-14,113,min,2019,2019-06-15,2019,6,15,5,saturday
5622,Luckee,Movie,International Movies,Sanjay Jadhav,India,TV-14,113,min,2019,2019-06-15,2019,6,15,5,saturday
5623,Luckee,Movie,Romantic Movies,Sanjay Jadhav,India,TV-14,113,min,2019,2019-06-15,2019,6,15,5,saturday
5624,Pihu,Movie,Dramas,Vinod Kapri,India,TV-14,90,min,2018,2019-06-15,2019,6,15,5,saturday
5625,Pihu,Movie,Independent Movies,Vinod Kapri,India,TV-14,90,min,2018,2019-06-15,2019,6,15,5,saturday
5626,Pihu,Movie,International Movies,Vinod Kapri,India,TV-14,90,min,2018,2019-06-15,2019,6,15,5,saturday
5627,The Alcàsser Murders,TV Show,Crime TV Shows,Elías León,Spain,TV-MA,1,Season,2019,2019-06-15,2019,6,15,5,saturday
5628,The Alcàsser Murders,TV Show,Docuseries,Elías León,Spain,TV-MA,1,Season,2019,2019-06-15,2019,6,15,5,saturday
5629,The Alcàsser Murders,TV Show,International TV Shows,Elías León,Spain,TV-MA,1,Season,2019,2019-06-15,2019,6,15,5,saturday
5630,DJ Cinderella,Movie,Children & Family Movies,Bruno Garotti,Brazil,TV-PG,95,min,2019,2019-06-14,2019,6,14,4,friday
5631,DJ Cinderella,Movie,Comedies,Bruno Garotti,Brazil,TV-PG,95,min,2019,2019-06-14,2019,6,14,4,friday
5632,Jimmy Carr: The Best of Ultimate Gold Greatest Hits,Movie,Stand-Up Comedy,Brian Klein,United Kingdom,TV-MA,58,min,2019,2019-03-12,2019,3,12,1,tuesday
5633,Murder Mystery,Movie,Comedies,Kyle Newacheck,United States,PG-13,98,min,2019,2019-06-14,2019,6,14,4,friday
5634,Oprah Presents When They See Us Now,Movie,Documentaries,Mark Ritchie,United States,TV-PG,61,min,2019,2019-06-13,2019,6,13,3,thursday
5635,The 3rd Eye 2,Movie,Horror Movies,Rocky Soraya,Indonesia,TV-MA,117,min,2019,2019-06-13,2019,6,13,3,thursday
5636,The 3rd Eye 2,Movie,International Movies,Rocky Soraya,Indonesia,TV-MA,117,min,2019,2019-06-13,2019,6,13,3,thursday
5637,Jo Koy: Comin' In Hot,Movie,Stand-Up Comedy,Shannon Hartman,United States,TV-MA,60,min,2019,2019-06-12,2019,6,12,2,wednesday
5638,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Movie,Documentaries,Martin Scorsese,United States,TV-MA,142,min,2019,2019-06-12,2019,6,12,2,wednesday
5639,Rolling Thunder Revue: A Bob Dylan Story by Martin Scorsese,Movie,Music & Musicals,Martin Scorsese,United States,TV-MA,142,min,2019,2019-06-12,2019,6,12,2,wednesday
5640,Belmonte,Movie,Dramas,Federico Veiroj,Uruguay,TV-MA,74,min,2018,2019-06-07,2019,6,7,4,friday
5641,Belmonte,Movie,Independent Movies,Federico Veiroj,Uruguay,TV-MA,74,min,2018,2019-06-07,2019,6,7,4,friday
5642,Belmonte,Movie,International Movies,Federico Veiroj,Uruguay,TV-MA,74,min,2018,2019-06-07,2019,6,7,4,friday
5643,Elisa & Marcela,Movie,Dramas,Isabel Coixet,Spain,TV-MA,119,min,2019,2019-06-07,2019,6,7,4,friday
5644,Elisa & Marcela,Movie,International Movies,Isabel Coixet,Spain,TV-MA,119,min,2019,2019-06-07,2019,6,7,4,friday
5645,Elisa & Marcela,Movie,LGBTQ Movies,Isabel Coixet,Spain,TV-MA,119,min,2019,2019-06-07,2019,6,7,4,friday
5646,I Am Mother,Movie,International Movies,Grant Sputore,Australia,TV-PG,114,min,2019,2019-06-07,2019,6,7,4,friday
5647,I Am Mother,Movie,Sci-Fi & Fantasy,Grant Sputore,Australia,TV-PG,114,min,2019,2019-06-07,2019,6,7,4,friday
5648,I Am Mother,Movie,Thrillers,Grant Sputore,Australia,TV-PG,114,min,2019,2019-06-07,2019,6,7,4,friday
5649,Luka Chuppi,Movie,Comedies,Laxman Utekar,India,TV-PG,125,min,2019,2019-06-07,2019,6,7,4,friday
5650,Luka Chuppi,Movie,International Movies,Laxman Utekar,India,TV-PG,125,min,2019,2019-06-07,2019,6,7,4,friday
5651,Luka Chuppi,Movie,Romantic Movies,Laxman Utekar,India,TV-PG,125,min,2019,2019-06-07,2019,6,7,4,friday
5652,Pachamama,Movie,Children & Family Movies,Juan Antin,France,PG,71,min,2019,2019-06-07,2019,6,7,4,friday
5653,Rock My Heart,Movie,Children & Family Movies,Hanno Olderdissen,Germany,TV-PG,110,min,2019,2019-06-07,2019,6,7,4,friday
5654,Rock My Heart,Movie,Dramas,Hanno Olderdissen,Germany,TV-PG,110,min,2019,2019-06-07,2019,6,7,4,friday
5655,Rock My Heart,Movie,International Movies,Hanno Olderdissen,Germany,TV-PG,110,min,2019,2019-06-07,2019,6,7,4,friday
5656,Stree,Movie,Comedies,Amar Kaushik,India,TV-MA,127,min,2018,2019-06-07,2019,6,7,4,friday
5657,Stree,Movie,Horror Movies,Amar Kaushik,India,TV-MA,127,min,2018,2019-06-07,2019,6,7,4,friday
5658,Stree,Movie,Independent Movies,Amar Kaushik,India,TV-MA,127,min,2018,2019-06-07,2019,6,7,4,friday
5659,The Black Godfather,Movie,Documentaries,Reginald Hudlin,United States,TV-MA,118,min,2019,2019-06-07,2019,6,7,4,friday
5660,The Black Godfather,Movie,Music & Musicals,Reginald Hudlin,United States,TV-MA,118,min,2019,2019-06-07,2019,6,7,4,friday
5661,Alles ist gut,Movie,Dramas,Eva Trobisch,Germany,TV-MA,90,min,2019,2019-06-06,2019,6,6,3,thursday
5662,Alles ist gut,Movie,International Movies,Eva Trobisch,Germany,TV-MA,90,min,2019,2019-06-06,2019,6,6,3,thursday
5663,A Silent Voice,Movie,Anime Features,Naoko Yamada,Japan,TV-14,130,min,2016,2019-06-05,2019,6,5,2,wednesday
5664,A Silent Voice,Movie,International Movies,Naoko Yamada,Japan,TV-14,130,min,2016,2019-06-05,2019,6,5,2,wednesday
5665,Cosmos Laundromat: First Cycle,Movie,Dramas,Mathieu Auvray,Netherlands,TV-MA,12,min,2015,2019-06-04,2019,6,4,1,tuesday
5666,Cosmos Laundromat: First Cycle,Movie,International Movies,Mathieu Auvray,Netherlands,TV-MA,12,min,2015,2019-06-04,2019,6,4,1,tuesday
5667,Cosmos Laundromat: First Cycle,Movie,Sci-Fi & Fantasy,Mathieu Auvray,Netherlands,TV-MA,12,min,2015,2019-06-04,2019,6,4,1,tuesday
5668,Miranda Sings Live…Your Welcome,Movie,Stand-Up Comedy,Marcus Raboy,United States,TV-14,62,min,2019,2019-06-04,2019,6,4,1,tuesday
5669,Silent,Movie,Children & Family Movies,Limbert Fabian,United States,TV-Y,3,min,2014,2019-06-04,2019,6,4,1,tuesday
5670,Silent,Movie,Children & Family Movies,Brandon Oldenburg,United States,TV-Y,3,min,2014,2019-06-04,2019,6,4,1,tuesday
5671,Silent,Movie,Sci-Fi & Fantasy,Limbert Fabian,United States,TV-Y,3,min,2014,2019-06-04,2019,6,4,1,tuesday
5672,Silent,Movie,Sci-Fi & Fantasy,Brandon Oldenburg,United States,TV-Y,3,min,2014,2019-06-04,2019,6,4,1,tuesday
5673,Krutant,Movie,Dramas,Datta Mohan Bhandare,India,TV-14,114,min,2019,2019-06-02,2019,6,2,6,sunday
5674,Krutant,Movie,International Movies,Datta Mohan Bhandare,India,TV-14,114,min,2019,2019-06-02,2019,6,2,6,sunday
5675,III Smoking Barrels,Movie,Dramas,Sanjib Dey,India,TV-MA,128,min,2017,2019-06-01,2019,6,1,5,saturday
5676,III Smoking Barrels,Movie,Independent Movies,Sanjib Dey,India,TV-MA,128,min,2017,2019-06-01,2019,6,1,5,saturday
5677,III Smoking Barrels,Movie,International Movies,Sanjib Dey,India,TV-MA,128,min,2017,2019-06-01,2019,6,1,5,saturday
5678,"Oh, Ramona!",Movie,Comedies,Cristina Jacob,Romania,TV-MA,109,min,2019,2019-06-01,2019,6,1,5,saturday
5679,"Oh, Ramona!",Movie,International Movies,Cristina Jacob,Romania,TV-MA,109,min,2019,2019-06-01,2019,6,1,5,saturday
5680,We Are Legends,Movie,Action & Adventure,Daniel Yee Heng Chan,Hong Kong,TV-14,109,min,2019,2019-06-01,2019,6,1,5,saturday
5681,We Are Legends,Movie,International Movies,Daniel Yee Heng Chan,Hong Kong,TV-14,109,min,2019,2019-06-01,2019,6,1,5,saturday
